Tiempo ,CONTROL,REI,VELOCIDAD,ANGULO,REFERENCIA,PERTURBACION
25.76,1.7,1.7,0.04,0.599,0.6,0.0
25.78,1.709,1.709,0.018,0.599,0.6,0.0
25.8,1.716,1.716,0.004,0.599,0.6,0.0
25.82,1.707,1.707,0.026,0.6,0.6,0.0
25.84,1.701,1.701,0.04,0.6,0.6,0.0
25.86,1.711,1.711,0.018,0.6,0.6,0.0
25.88,1.717,1.717,0.004,0.6,0.6,0.0
25.9,1.708,1.708,0.026,0.602,0.6,0.0
25.92,1.702,1.702,0.04,0.602,0.6,0.0
25.94,1.712,1.712,0.018,0.602,0.6,0.0
25.96,1.718,1.718,0.004,0.602,0.6,0.0
25.98,1.709,1.709,0.026,0.604,0.6,0.0
26.0,1.703,1.703,0.04,0.604,0.6,0.0
26.02,1.713,1.713,0.018,0.604,0.6,0.0
26.04,1.719,1.719,0.004,0.604,0.6,0.0
26.06,1.72,1.72,-0.0,0.604,0.6,0.0
26.08,1.72,1.72,-0.001,0.604,0.6,0.0
26.1,1.72,1.72,-0.0,0.604,0.6,0.0
26.12,1.72,1.72,-0.0,0.604,0.6,0.0
26.14,1.72,1.72,0.0,0.604,0.6,0.0
26.16,1.709,1.709,0.026,0.606,0.6,0.0
26.18,1.703,1.703,0.041,0.606,0.6,0.0
26.2,1.713,1.713,0.018,0.606,0.6,0.0
26.22,1.719,1.719,0.004,0.606,0.6,0.0
26.24,1.721,1.721,-0.0,0.606,0.6,0.0
26.26,1.721,1.721,-0.001,0.606,0.6,0.0
26.28,1.72,1.72,-0.0,0.606,0.6,0.0
26.3,1.72,1.72,-0.0,0.606,0.6,0.0
26.32,1.72,1.72,0.0,0.606,0.6,0.0
26.34,1.72,1.72,0.0,0.606,0.6,0.0
26.36,1.719,1.719,0.0,0.606,0.6,0.0
26.38,1.719,1.719,0.0,0.606,0.6,0.0
26.4,1.719,1.719,0.0,0.606,0.6,0.0
26.42,1.719,1.719,0.0,0.606,0.6,0.0
26.44,1.719,1.719,0.0,0.606,0.6,0.0
26.46,1.719,1.719,0.0,0.606,0.6,0.0
26.48,1.719,1.719,0.0,0.606,0.6,0.0
26.5,1.718,1.718,0.0,0.606,0.6,0.0
26.52,1.718,1.718,0.0,0.606,0.6,0.0
26.54,1.718,1.718,0.0,0.606,0.6,0.0
26.56,1.718,1.718,0.0,0.606,0.6,0.0
26.58,1.718,1.718,0.0,0.606,0.6,0.0
26.6,1.718,1.718,0.0,0.606,0.6,0.0
26.62,1.717,1.717,0.0,0.606,0.6,0.0
26.64,1.717,1.717,0.0,0.606,0.6,0.0
26.66,1.717,1.717,0.0,0.606,0.6,0.0
26.68,1.717,1.717,0.0,0.606,0.6,0.0
26.7,1.717,1.717,0.0,0.606,0.6,0.0
26.72,1.717,1.717,0.0,0.606,0.6,0.0
26.74,1.717,1.717,0.0,0.606,0.6,0.0
26.76,1.706,1.706,0.026,0.607,0.6,0.0
26.78,1.7,1.7,0.041,0.607,0.6,0.0
26.8,1.709,1.709,0.018,0.607,0.6,0.0
26.82,1.715,1.715,0.004,0.607,0.6,0.0
26.84,1.727,1.727,-0.027,0.606,0.6,0.0
26.86,1.734,1.734,-0.041,0.606,0.6,0.0
26.88,1.723,1.723,-0.018,0.606,0.6,0.0
26.9,1.717,1.717,-0.004,0.606,0.6,0.0
26.92,1.715,1.715,0.0,0.606,0.6,0.0
26.94,1.715,1.715,0.001,0.606,0.6,0.0
26.96,1.715,1.715,0.0,0.606,0.6,0.0
26.98,1.715,1.715,0.0,0.606,0.6,0.0
27.0,1.714,1.714,-0.0,0.606,0.6,0.0
27.02,1.714,1.714,-0.0,0.606,0.6,0.0
27.04,1.714,1.714,-0.0,0.606,0.6,0.0
27.06,1.714,1.714,-0.0,0.606,0.6,0.0
27.08,1.714,1.714,0.0,0.606,0.6,0.0
27.1,1.724,1.724,-0.026,0.604,0.6,0.0
27.12,1.73,1.73,-0.041,0.604,0.6,0.0
27.14,1.72,1.72,-0.018,0.604,0.6,0.0
27.16,1.714,1.714,-0.004,0.604,0.6,0.0
27.18,1.712,1.712,0.0,0.604,0.6,0.0
27.2,1.712,1.712,0.001,0.604,0.6,0.0
27.22,1.712,1.712,0.0,0.604,0.6,0.0
27.24,1.712,1.712,0.0,0.604,0.6,0.0
27.26,1.712,1.712,-0.0,0.604,0.6,0.0
27.28,1.712,1.712,-0.0,0.604,0.6,0.0
27.3,1.722,1.722,-0.026,0.602,0.6,0.0
27.32,1.728,1.728,-0.041,0.602,0.6,0.0
27.34,1.718,1.718,-0.018,0.602,0.6,0.0
27.36,1.712,1.712,-0.004,0.602,0.6,0.0
27.38,1.71,1.71,0.0,0.602,0.6,0.0
27.4,1.71,1.71,0.001,0.602,0.6,0.0
27.42,1.72,1.72,-0.026,0.6,0.6,0.0
27.44,1.726,1.726,-0.041,0.6,0.6,0.0
27.46,1.717,1.717,-0.018,0.6,0.6,0.0
27.48,1.71,1.71,-0.004,0.6,0.6,0.0
27.5,1.719,1.719,-0.026,0.599,0.6,0.0
27.52,1.725,1.725,-0.04,0.599,0.6,0.0
27.54,1.715,1.715,-0.018,0.599,0.6,0.0
27.56,1.709,1.709,-0.004,0.599,0.6,0.0
27.58,1.718,1.718,-0.026,0.597,0.6,0.0
27.6,1.724,1.724,-0.04,0.597,0.6,0.0
27.62,1.714,1.714,-0.018,0.597,0.6,0.0
27.64,1.708,1.708,-0.004,0.597,0.6,0.0
27.66,1.717,1.717,-0.026,0.595,0.6,0.0
27.68,1.723,1.723,-0.04,0.595,0.6,0.0
27.7,1.713,1.713,-0.018,0.595,0.6,0.0
27.72,1.708,1.708,-0.004,0.595,0.6,0.0
27.74,1.706,1.706,0.0,0.595,0.6,0.0
27.76,1.706,1.706,0.001,0.595,0.6,0.0
27.78,1.706,1.706,0.0,0.595,0.6,0.0
27.8,1.706,1.706,0.0,0.595,0.6,0.0
27.82,1.707,1.707,-0.0,0.595,0.6,0.0
27.84,1.717,1.717,-0.026,0.593,0.6,0.0
27.86,1.723,1.723,-0.041,0.593,0.6,0.0
27.88,1.714,1.714,-0.018,0.593,0.6,0.0
27.9,1.708,1.708,-0.004,0.593,0.6,0.0
27.92,1.706,1.706,0.0,0.593,0.6,0.0
27.94,1.706,1.706,0.001,0.593,0.6,0.0
27.96,1.706,1.706,0.0,0.593,0.6,0.0
27.98,1.707,1.707,0.0,0.593,0.6,0.0
28.0,1.707,1.707,-0.0,0.593,0.6,0.0
28.02,1.707,1.707,-0.0,0.593,0.6,0.0
28.04,1.707,1.707,-0.0,0.593,0.6,0.0
28.06,1.707,1.707,-0.0,0.593,0.6,0.0
28.08,1.708,1.708,0.0,0.593,0.6,0.0
28.1,1.708,1.708,0.0,0.593,0.6,0.0
28.12,1.708,1.708,0.0,0.593,0.6,0.0
28.14,1.708,1.708,0.0,0.593,0.6,0.0
28.16,1.708,1.708,0.0,0.593,0.6,0.0
28.18,1.708,1.708,0.0,0.593,0.6,0.0
28.2,1.709,1.709,0.0,0.593,0.6,0.0
28.22,1.709,1.709,0.0,0.593,0.6,0.0
28.24,1.709,1.709,0.0,0.593,0.6,0.0
28.26,1.709,1.709,0.0,0.593,0.6,0.0
28.28,1.709,1.709,0.0,0.593,0.6,0.0
28.3,1.709,1.709,0.0,0.593,0.6,0.0
28.32,1.71,1.71,0.0,0.593,0.6,0.0
28.34,1.71,1.71,0.0,0.593,0.6,0.0
28.36,1.71,1.71,0.0,0.593,0.6,0.0
28.38,1.71,1.71,0.0,0.593,0.6,0.0
28.4,1.71,1.71,0.0,0.593,0.6,0.0
28.42,1.711,1.711,0.0,0.593,0.6,0.0
28.44,1.711,1.711,0.0,0.593,0.6,0.0
28.46,1.711,1.711,0.0,0.593,0.6,0.0
28.48,1.721,1.721,-0.026,0.592,0.6,0.0
28.5,1.728,1.728,-0.041,0.592,0.6,0.0
28.52,1.718,1.718,-0.018,0.592,0.6,0.0
28.54,1.712,1.712,-0.004,0.592,0.6,0.0
28.56,1.711,1.711,0.0,0.592,0.6,0.0
28.58,1.711,1.711,0.001,0.592,0.6,0.0
28.6,1.711,1.711,0.0,0.592,0.6,0.0
28.62,1.711,1.711,0.0,0.592,0.6,0.0
28.64,1.712,1.712,-0.0,0.592,0.6,0.0
28.66,1.712,1.712,-0.0,0.592,0.6,0.0
28.68,1.722,1.722,-0.026,0.59,0.6,0.0
28.7,1.729,1.729,-0.041,0.59,0.6,0.0
28.72,1.719,1.719,-0.018,0.59,0.6,0.0
28.74,1.713,1.713,-0.004,0.59,0.6,0.0
28.76,1.712,1.712,0.0,0.59,0.6,0.0
28.78,1.701,1.701,0.027,0.592,0.6,0.0
28.8,1.696,1.696,0.041,0.592,0.6,0.0
28.82,1.706,1.706,0.018,0.592,0.6,0.0
28.84,1.712,1.712,0.004,0.592,0.6,0.0
28.86,1.714,1.714,-0.0,0.592,0.6,0.0
28.88,1.715,1.715,-0.001,0.592,0.6,0.0
28.9,1.715,1.715,-0.0,0.592,0.6,0.0
28.92,1.705,1.705,0.026,0.593,0.6,0.0
28.94,1.699,1.699,0.041,0.593,0.6,0.0
28.96,1.709,1.709,0.018,0.593,0.6,0.0
28.98,1.715,1.715,0.004,0.593,0.6,0.0
